what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371673184225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371673185466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673186320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673217013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371673236566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371673238472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673240559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673282456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673290046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673341797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673356222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673358335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371673361229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673364190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673369221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371673371588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371673373005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673407546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673411638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673413950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673415341
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1371673416998
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1371673420004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673426951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673535267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673537933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371673548712
